,url,name,price estimation,time prep,time cook,time rest,kcal per portion,ingredients,quantities,,,,,,,,,,,,,,,,,,,,,,,,
2284,https://jow.fr/recipes/feuillete-roule-jambon-et-fromage-8vjckmdagtls02z910sn,Feuilleté roulé jambon & fromage,2 € et 4 € par portion,7 minutes,25 minutes,0 minutes,455 kcal,['Pâte feuilletée', 'Crème fraîche', 'Jambon blanc', 'Moutarde', 'Fromage râpé', 'Œuf', 'Parmesan (râpé)'],['1  ', '80 g', '4 tran.', '2 càc', '80 g', '1  ', '20 g'],,,,,,,,,,,,
2285,https://jow.fr/recipes/couronne-tressee-truite-fumee-et-fromage-frais-8vlub15q1fq803ge0dv8,Couronne tressée truite fumée & fromage frais,,6 minutes,30 minutes,0 minutes,308 kcal,['Pâte feuilletée', 'Truite fumée', 'Fromage frais', 'Ciboulette'],['1  ', '4 tran.', '4 càs', '2/5 bou.'],,,,,,,,,,,,,,,,,,
2286,https://jow.fr/recipes/raclette-jambon-et-bacon-fume-8vludx9a1fq803ge0g4r,Raclette, jambon & bacon fumé,+4 € par portion,4 minutes,35 minutes,0 minutes,1141 kcal,['Raclette', 'Pommes de terre', 'Jambon blanc', 'Bacon', 'Jambon cru', 'Cornichon'],['200 g', '250 g', '2 tran.', '2 tran.', '2 tran.', '20 g'],,,,,,,,,,,,,
2287,https://jow.fr/recipes/carpaccio-a-l-italienne-et-frites-8vluiqunllz403je0y75,Carpaccio à l'italienne & frites,+4 € par portion,6 minutes,15 minutes,0 minutes,688 kcal,['Frites surgelées', 'Bœuf (carpaccio)', 'Sauce pesto', 'Salade (roquette)', 'Parmesan (morceaux)', 'Pignons de pin'],['150 g', '100 g', '1 càc', '2 poignées', '15 g', '10 g'],,,,,,,,,,,,,,
2288,https://jow.fr/recipes/one-pot-pasta-aux-oignons-8vlw09ynllz403je10rw,One pot pasta aux oignons,-2 € par portion,5 minutes,28 minutes,0 minutes,651 kcal,['Pâtes (Orecchiette)', 'Persil (frais)', 'Oignon jaune', 'Bouillon de légumes (cube)', 'Vinaigre de vin blanc', 'Parmesan (râpé)'],['100 g', '1/5 bou.', '3/4  ', '1/4  ', '1 càs', '20 g'],,,,,,,,,,,,,,
2289,https://jow.fr/recipes/quiche-ricotta-epinards-et-truite-fumee-8vngijap408g02th0nno,Quiche ricotta, épinards & truite fumée,-2 € par portion,18 minutes,45 minutes,0 minutes,495 kcal,['Pâte brisée', 'Truite fumée', 'Épinards (surgelés)', 'Parmesan (râpé)', 'Œuf', 'Ricotta', 'Muscade'],['1  ', '4 tran.', '400 g', '100 g', '3  ', '200 g', '1 pinc.'],,,,,,,,,,,
2290,https://jow.fr/recipes/boulettes-teriyaki-et-riz-8vnm4nte4w8g03kt0qd5,Boulettes teriyaki & riz,2 € et 4 € par portion,3 minutes,18 minutes,0 minutes,447 kcal,['Boulettes de viande (surgelées)', 'Riz complet (cuit)', 'Brocoli (frais)', 'Sauce Teriyaki', 'Miel (liquide)', 'Ail'],['80 g', '70 g', '100 g', '1 càs', '1 càc', '1/2 gou.'],,,,,,,,,,,,,,
2292,https://jow.fr/recipes/one-pan-poulet-et-champignons-a-la-creme-8voqf5y6997403vi0h6i,One pan poulet & champignons à la crème,2 € et 4 € par portion,9 minutes,45 minutes,0 minutes,812 kcal,['Poulet (haut de cuisse)', 'Pommes de terre', 'Champignons de Paris (frais)', 'Oignon rouge', 'Fond de veau', 'Crème fraîche', 'Ail', 'Persil (frais)'],['1  ', '200 g', '150 g', '1/4  ', '1/2 càc', '1 càs', '1/2 gou.', '1/10 bou.'],,,,,,,,,,
2293,https://jow.fr/recipes/sandwich-facon-reuben-8vp7iitqlz8002wc19ql,Sandwich façon Reuben,,4 minutes,6 minutes,0 minutes,741 kcal,['Choucroute', 'Emmental (tranches)', 'Sauce cocktail', 'Pain de mie (complet)', 'Bœuf (pastrami)'],['40 g', '2 tran.', '1 càs', '2 tran.', '100 g'],,,,,,,,,,,,,,,,
2294,https://jow.fr/recipes/tofu-teriyaki-et-nouilles-sautees-8vrj38zfamsg03i60o7q,Tofu teriyaki & nouilles sautées,2 € et 4 € par portion,7 minutes,11 minutes,0 minutes,615 kcal,['Tofu (fumé)', 'Nouilles chinoises (aux œufs)', 'Carotte (frais)', 'Sauce Teriyaki', 'Ail', 'Gingembre (frais)'],['80 g', '70 g', '100 g', '2 càs', '1/2 gou.', '1 cm'],,,,,,,,,,,,,,
2295,https://jow.fr/recipes/tofu-cacahuetes-riz-et-brocoli-8vrj3lffamsg03i60qh6,Tofu cacahuètes, riz & brocoli,2 € et 4 € par portion,8 minutes,19 minutes,0 minutes,700 kcal,['Tofu (nature)', 'Brocoli (frais)', 'Riz', 'Beurre de cacahuète', 'Sauce soja sucrée', 'Ail', 'Farine de blé'],['80 g', '100 g', '70 g', '1 càs', '2 càs', '1/2 gou.', '2 càs'],,,,,,,,,,,
2296,https://jow.fr/recipes/chakchouka-haricots-verts-et-feta-8vrjh5mhc2ow02tu0lov,Chakchouka haricots verts & feta,2 € et 4 € par portion,3 minutes,10 minutes,0 minutes,346 kcal,['Haricot vert (conserve)', 'Tomate (purée)', 'Feta', 'Cumin (moulu)', 'Oignon rouge', 'Œuf', 'Coriandre (frais)'],['150 g', '100 g', '30 g', '1 pinc.', '1/4  ', '2  ', '1/10 bou.'],,,,,,,,,,,,
2297,https://jow.fr/recipes/tofu-curry-lait-de-coco-carotte-et-riz-8vrjb5lk6ba802zu0dw8,Tofu curry lait de coco, carotte & riz,2 € et 4 € par portion,7 minutes,22 minutes,0 minutes,679 kcal,['Tofu (nature)', 'Riz', 'Carotte (frais)', 'Farine de blé', 'Crème de coco', 'Pâte de curry (jaune)', 'Ail'],['80 g', '70 g', '100 g', '2 càs', '2 càs', '1/2 càc', '1/2 gou.'],,,,,,,,,,,
2299,https://jow.fr/recipes/butter-chicken-et-riz-8vs9j1e2a9cw02ys1dkw,Butter Chicken & riz,2 € et 4 € par portion,6 minutes,13 minutes,0 minutes,966 kcal,['Riz (cuit)', 'Poulet (haut de cuisse)', 'Paprika', 'Curcuma (poudre)', 'Garam masala', 'Yaourt Grec', 'Tomates concassées', 'Oignon jaune', 'Beurre'],['70 g', '1  ', '1/2 càs', '1 càc', '1/2 càs', '2 càs', '100 g', '1/2  ', '45 g'],,,,,,,,
2302,https://jow.fr/recipes/omelette-champignon-comte-et-frites-8vt995o5381c03iw0f96,Omelette champignon, comté & frites,-2 € par portion,7 minutes,7 minutes,0 minutes,708 kcal,['Frites surgelées', 'Œuf', 'Champignons de Paris (frais)', 'Comté (râpé)'],['150 g', '2  ', '100 g', '15 g'],,,,,,,,,,,,,,,,,
2303,https://jow.fr/recipes/burger-poulet-frites-et-sauce-deluxe-maison-8vta533p381c03iw0ih3,Burger poulet, frites & sauce deluxe maison,2 € et 4 € par portion,4 minutes,23 minutes,0 minutes,1022 kcal,['Frites surgelées', 'Poulet (pané)', 'Pain burger', 'Cheddar (tranches)', 'Salade (coeur de laitue)', 'Crème fraîche', 'Mayonnaise', 'Ciboulette', 'Échalote', 'Ail (semoule)'],['150 g', '1  ', '1  ', '2 tran.', '10 g', '1 càs', '1 càc', '1/10 bou.', '1/2  ', '1/2 càc'],,,,,
2305,https://jow.fr/recipes/curry-de-poulet-au-yaourt-chou-fleur-et-riz-8vteh31xbfb403f60pcf,Curry de poulet au yaourt, chou-fleur & riz,2 € et 4 € par portion,10 minutes,40 minutes,0 minutes,538 kcal,['Poulet (escalope)', 'Yaourt Grec', 'Curry (poudre)', 'Chou-fleur (frais)', 'Riz (cuit)', 'Citron jaune'],['1  ', '85 g', '2 càc', '150 g', '70 g', '1/4  '],,,,,,,,,,,,,
2306,https://jow.fr/recipes/soupe-au-pistou-et-petits-pois-8vtxbj7b1w7k03g80jwk,Soupe au pistou et petits pois,-2 € par portion,6 minutes,15 minutes,0 minutes,518 kcal,['Petits pois (surgelés)', 'Carotte (frais)', 'Pâtes (Pipe rigate)', 'Bouillon de légumes (cube)', 'Sauce pesto', 'Pain de campagne (tranché)', 'Ail'],['75 g', '1/2  ', '50 g', '1/4  ', '1 càc', '1 tran.', '1/2 gou.'],,,,,,,,,,,,
2307,https://jow.fr/recipes/sandwich-comte-et-jambon-de-dinde-au-pain-bretzel-8vvqa33bgli8032w0654,Sandwich comté & jambon de dinde au pain bretzel  ,2 € et 4 € par portion,0 minutes,3 minutes,0 minutes,525 kcal,"['Pain Bretzel', 'Jambon (dinde)', 'ancienne"", ', ', ', ', ', ']']",['2  ', '2 tran.', '1 càc', '1 càc', '30 g', '1 poignée'],,,,,,,,,,,,,,,,,,,
2309,https://jow.fr/recipes/steak-bowl-semoule-et-mais-8vw79layefvk03g806n1,Steak bowl, semoule & maïs,+4 € par portion,10 minutes,12 minutes,0 minutes,997 kcal,['Maïs (épi frais)', 'Semoule', 'Bœuf (entrecôte)', 'Ail', 'Beurre', 'Persil (frais)'],['1  ', '60 g', '1  ', '1/4 gou.', '20 g', '1/10 bou.'],,,,,,,,,,,,,
2312,https://jow.fr/recipes/riz-saute-ananas-et-crevettes-8vw97mdp8mkw02x70xfk,Riz sauté ananas & crevettes,2 € et 4 € par portion,8 minutes,12 minutes,0 minutes,663 kcal,['Riz (cuit)', 'Poêlée de légumes (congelé)', 'Crevettes (crues/surgelées)', 'Sauce soja salée', 'Œuf', 'Oignon nouveau', 'Ananas (entier)'],['140 g', '200 g', '160 g', '2 càs', '2  ', '2  ', '1/2  '],,,,,,,,,,,,
2313,https://jow.fr/recipes/croque-monsieur-au-saint-nectaire-et-frites-8vwuc0kmkjpc03gu1dk6,Croque-monsieur au Saint-Nectaire & frites,2 € et 4 € par portion,6 minutes,30 minutes,0 minutes,1131 kcal,"['Frites surgelées', 'Pain de mie', 'Saint-Nectaire', 'Jambon cru', 'Fromage râpé', 'Crème fraîche', 'ancienne"", ', ']']",['150 g', '2 tran.', '50 g', '2 tran.', '60 g', '30 g', '1 càc', '5 g'],,,,,,,,,,,,,,,,,
2314,https://jow.fr/recipes/camembert-roti-et-potatoes-8vwx64tikjpc03gv03xx,Camembert rôti & potatoes,2 € et 4 € par portion,2 minutes,20 minutes,0 minutes,524 kcal,['Camembert', 'Potatoes', 'Ail', 'Romarin (séché)', 'Salade (Mélange)'],['1  ', '300 g', '1 gou.', '2 pinc.', '2 poignées'],,,,,,,,,,,,,,,,
2315,https://jow.fr/recipes/poulet-miel-moutarde-et-frites-8vwwinl2kjpc03gv01g8,Poulet miel moutarde & frites,2 € et 4 € par portion,3 minutes,15 minutes,0 minutes,627 kcal,['Frites surgelées', 'Poulet (escalope)', 'Crème fraîche', 'Moutarde', 'Miel (liquide)', 'Oignon rouge'],['150 g', '1  ', '30 g', '1 càc', '1 càc', '1/2  '],,,,,,,,,,,,,,
2316,https://jow.fr/recipes/loaded-eggs-fries-8vxf7owo7fnk032y0zij,Loaded eggs fries ,-2 € par portion,,17 minutes,0 minutes,593 kcal,['Frites surgelées', 'Œuf', 'Lard (tranches)', 'Cheddar (tranches)', 'Ciboulette'],['150 g', '1  ', '2 tran.', '2 tran.', '1/10 bou.'],,,,,,,,,,,,,,,,
2317,https://jow.fr/recipes/poulet-a-la-moutarde-et-pommes-de-terre-8vxk1y011ink03hh0wdb,Poulet à la moutarde & pommes de terre,2 € et 4 € par portion,,19 minutes,0 minutes,539 kcal,['Poulet (escalope)', 'Pommes de terre grenailles (surgelées)', 'Crème fraîche', 'Moutarde'],['1  ', '150 g', '1 càs', '1 càc'],,,,,,,,,,,,,,,,,,
2318,https://jow.fr/recipes/one-pan-automnal-saucisse-et-gnocchi-8vxl1flem2j403jn1d45,One pan automnal saucisse & gnocchi,2 € et 4 € par portion,12 minutes,25 minutes,0 minutes,981 kcal,['Courge butternut', 'Champignons de Paris (frais)', 'Saucisse (fumée)', 'Oignon rouge', 'Gnocchi', 'Romarin (séché)', 'Parmesan (morceaux)'],['1/4  ', '150 g', '1  ', '1/4  ', '150 g', '1 pinc.', '15 g'],,,,,,,,,,,,
2319,https://jow.fr/recipes/butter-chicken-et-riz-express-8vzq5jz14quo03dk10ir,Butter chicken & riz express,2 € et 4 € par portion,3 minutes,12 minutes,0 minutes,476 kcal,['Poulet (escalope)', 'Sauce butter chicken', 'Riz (cuit)', 'Oignon jaune'],['1  ', '120 g', '70 g', '1/4  '],,,,,,,,,,,,,,,,,,
2320,https://jow.fr/recipes/salade-d-haricots-verts-bleu-et-cranberry-8w40i2s0aqvk03260jrc,Salade d'haricots verts, bleu & cranberry,-2 € par portion,6 minutes,3 minutes,0 minutes,474 kcal,['Haricot vert (surgelé)', 'Bleu', 'Cranberry', 'Noix', 'Moutarde', 'Vinaigre de vin rouge'],['100 g', '30 g', '25 g', '20 g', '1/2 càc', '1 càs'],,,,,,,,,,,,,
2321,https://jow.fr/recipes/sandwich-foie-gras-et-figue-au-pain-bretzel-8w41ao3ebp3k03de131h,Sandwich foie gras & figue au pain bretzel,+4 € par portion,0 minutes,3 minutes,0 minutes,640 kcal,['Pain Bretzel', 'Foie gras', 'Confiture de figues', 'Salade (roquette)'],['2  ', '60 g', '2 càc', '1 poignée'],,,,,,,,,,,,,,,,,,
2322,https://jow.fr/recipes/sandwich-crevettes-et-avocat-au-pain-bretzel-8w41fh4qbp3k03de15ob,Sandwich crevettes & avocat au pain bretzel,+4 € par portion,0 minutes,3 minutes,0 minutes,552 kcal,['Pain Bretzel', 'Crevette (cuite)', 'Avocat', 'Fromage frais', 'Ciboulette', 'Citron jaune'],['2  ', '50 g', '1/2  ', '30 g', '1/10 bou.', '1/4  '],,,,,,,,,,,,,,
2323,https://jow.fr/recipes/saumon-en-croute-de-sesame-et-potatoes-8w4jepkf2ynk02vd10uo,Saumon en croûte de sésame & potatoes,+4 € par portion,9 minutes,30 minutes,0 minutes,735 kcal,['Saumon (frais)', 'Chapelure', 'Graines de sésame', 'Potatoes', 'Salade (Mélange)', 'Sauce tartare'],['1  ', '1 càs', '1 càc', '150 g', '1 poignée', '1 càs'],,,,,,,,,,,,,,
2324,https://jow.fr/recipes/cordon-bleu-et-potatoes-8w531i0o7xz402vy0urt,Cordon bleu & potatoes,-2 € par portion,,20 minutes,0 minutes,722 kcal,['Cordon bleu (frais)', 'Potatoes', 'Salade (Mélange)', 'Sauce tartare'],['1  ', '150 g', '1 poignée', '1 càs'],,,,,,,,,,,,,,,,,,
2325,https://jow.fr/recipes/roti-de-boeuf-potimarron-et-chataignes-8w51gry67cnk03gu18nn,Rôti de bœuf, potimarron & châtaignes,+4 € par portion,23 minutes,45 minutes,0 minutes,443 kcal,['Bœuf (rôti)', 'Potimarron', 'Pommes de terre', 'Marrons (cuits en conserve)', 'Ail', 'Beurre', 'Thym (feuilles)'],['400 g', '400 g', '400 g', '320 g', '1 gou.', '60 g', '2 càc'],,,,,,,,,,,
2328,https://jow.fr/recipes/loaded-potato-pops-8w57flnu9yrk02tj0xkp,Loaded potato pops,2 € et 4 € par portion,3 minutes,30 minutes,0 minutes,917 kcal,['Bœuf (haché)', 'Cheddar (tranches)', 'Oignon rouge', 'Potato Pops', 'Ciboulette'],['150 g', '2 tran.', '1/4  ', '200 g', '1/10 bou.'],,,,,,,,,,,,,,,,
2329,https://jow.fr/recipes/tresse-feuilletee-au-boursin-poireau-et-truite-fumee-8w581y5mgpb402su12n7,Tresse feuilletée au boursin, poireau et truite fumée,+4 € par portion,14 minutes,29 minutes,0 minutes,498 kcal,['Pâte feuilletée', 'Poireau', 'Fromage ail & fines herbes ', 'Truite fumée', 'Œuf', 'Graines de sésame'],['1  ', '3  ', '150 g', '4 tran.', '1  ', '2 càc'],,,,,,,,,,,,,
2331,https://jow.fr/recipes/bowl-automnal-poulet-et-orzo-8w5u6lq41xcg02w80rsj,Bowl automnal poulet & orzo,+4 € par portion,8 minutes,40 minutes,0 minutes,822 kcal,['Poulet (escalope)', 'Courge butternut', 'Chou-fleur (frais)', 'Parmesan (râpé)', 'Fromage râpé', 'Orzo', 'Persil (frais)'],['1  ', '1/4  ', '1/4  ', '1 càs', '20 g', '100 g', '1/10 bou.'],,,,,,,,,,,,
2332,https://jow.fr/recipes/champignons-farcis-saucisse-et-epinards-8w68crwm52a803dq11ro,Champignons farcis saucisse & épinards,,8 minutes,22 minutes,0 minutes,443 kcal,['Chapelure', 'Champignons bruns', 'Parmesan (râpé)', 'Fromage frais', 'Ail', 'Épinards (surgelés)', 'Chair à saucisse'],['40 g', '300 g', '2 càs', '40 g', '1 gou.', '80 g', '100 g'],,,,,,,,,,,,
2339,https://jow.fr/recipes/legumes-d-automne-au-four-poulet-et-sauce-yaourt-8w963wktezhc02tg0chs,Légumes d’automne au four, poulet & sauce yaourt,2 € et 4 € par portion,8 minutes,35 minutes,0 minutes,582 kcal,['Poulet (escalope)', 'Carotte (frais)', 'Chou-fleur (frais)', 'Pois chiches (cuits)', 'Yaourt Grec', 'Citron jaune'],['1  ', '125 g', '125 g', '100 g', '1 càs', '1/4  '],,,,,,,,,,,,,
2340,https://jow.fr/recipes/legumes-d-automne-au-four-truite-et-sauce-yaourt-8w96bbfxezhc02tg0f44,Légumes d’automne au four, truite & sauce yaourt,+4 € par portion,8 minutes,35 minutes,0 minutes,579 kcal,['Truite', 'Carotte (frais)', 'Chou-fleur (frais)', 'Pois chiches (cuits)', 'Yaourt Grec', 'Citron jaune'],['1  ', '125 g', '125 g', '100 g', '1 càs', '1/4  '],,,,,,,,,,,,,
2342,https://jow.fr/recipes/legumes-d-automne-rotis-et-sauce-yaourt-8w96jxd9ezhc02tg0nng,Légumes d’automne rôtis & sauce yaourt,,8 minutes,35 minutes,0 minutes,433 kcal,['Carotte (frais)', 'Chou-fleur (frais)', 'Pois chiches (cuits)', 'Yaourt Grec', 'Citron jaune', 'Ail'],['125 g', '125 g', '100 g', '1 càs', '1/4  ', '1/2 gou.'],,,,,,,,,,,,,,
2343,https://jow.fr/recipes/legumes-d-automne-au-four-galette-vege-et-sauce-yaourt-8w96fhd9ezhc02tg0if0,Légumes d’automne au four, galette végé & sauce yaourt,2 € et 4 € par portion,8 minutes,35 minutes,0 minutes,673 kcal,['Steak végétal', 'Carotte (frais)', 'Chou-fleur (frais)', 'Pois chiches (cuits)', 'Yaourt Grec', 'Citron jaune'],['1  ', '125 g', '125 g', '100 g', '1 càs', '1/4  '],,,,,,,,,,,,,
2345,https://jow.fr/recipes/kid-smile-boulettes-et-haricots-8w9c6l7zhvxc02td18xm,Kid smile, boulettes & haricots,2 € et 4 € par portion,7 minutes,12 minutes,0 minutes,762 kcal,['Potatoes surgelées Kid Smile', 'Bœuf (haché)', 'Haricot vert (surgelé)', 'Paprika', 'Échalote', 'Ketchup'],['200 g', '150 g', '150 g', '1/2 càc', '1/2  ', '1 càs'],,,,,,,,,,,,,
2346,https://jow.fr/recipes/poulet-roti-au-romarin-et-sirop-d-erable-8wafj51w006803jj0go7,Poulet rôti au romarin & sirop d'érable,2 € et 4 € par portion,10 minutes,1 heure,0 minutes,525 kcal,"['Poulet (entier)', 'érable"", ', ', ', ', ', ']']",['1  ', '3 càs', '3/5 bou.', '540 g', '600 g'],,,,,,,,,,,,,,,,,,,,
2347,https://jow.fr/recipes/linguine-aux-fruits-de-mer-8wahdm4blhdc02w9004j,Linguine aux fruits de mer,+4 € par portion,8 minutes,15 minutes,0 minutes,760 kcal,['Moules', 'Crevettes (crues/surgelées)', 'Ail', 'Persil (frais)', 'Vin blanc', 'Pâtes (Linguine)'],['200 g', '100 g', '1/2 gou.', '1/10 bou.', '6 cl', '100 g'],,,,,,,,,,,,,,
2348,https://jow.fr/recipes/steak-sauce-bbq-pommes-de-terre-et-salade-8wc5cb47bl1s033g00y1,Steak sauce bbq, pommes de terre & salade,+4 € par portion,,15 minutes,0 minutes,620 kcal,['Bœuf (bavette)', 'Pommes de terre grenailles (surgelées)', 'Salade (Mélange)', 'Sauce barbecue', 'Paprika', 'Ail (semoule)'],['1  ', '150 g', '1 poignée', '2 càs', '1 càc', '1/2 càc'],,,,,,,,,,,,,
2349,https://jow.fr/recipes/milanaise-veggie-et-spaghetti-8wd8gn11cxgw03ha13zu,Milanaise veggie & spaghetti,2 € et 4 € par portion,,13 minutes,0 minutes,909 kcal,['Pâtes (spaghetti)', 'Escalope végétale', 'Sauce tomate (basilic)', 'Parmesan (râpé)'],['100 g', '1  ', '150 g', '20 g'],,,,,,,,,,,,,,,,,,
2350,https://jow.fr/recipes/salade-de-brocolis-et-pave-veggie-8wda02adcxgw03ha19v4,Salade de brocolis & pavé veggie,,7 minutes,10 minutes,0 minutes,557 kcal,['Brocoli (frais)', 'Pavé veggie', 'Chèvre frais', 'Salade (Mélange)', 'Noisette', 'Moutarde', 'Vinaigre de cidre'],['150 g', '2  ', '40 g', '2 poignées', '10 g', '1/2 càc', '1 càc'],,,,,,,,,,,,
2352,https://jow.fr/recipes/wrap-veggie-tzatziki-et-tomates-sechees-8wdafcetcxgw03ha1cyi,Wrap veggie tzatziki & tomates séchées,2 € et 4 € par portion,2 minutes,5 minutes,0 minutes,469 kcal,['Émincé végétal', 'Tortilla (blé)', 'Tzatziki', 'Salade (Mélange)', 'Tomates séchées', 'Feta'],['80 g', '1  ', '2 càs', '1 poignée', '30 g', '20 g'],,,,,,,,,,,,,,
2353,https://jow.fr/recipes/curry-et-boulettes-veggie-8wdc3iyabu5c03i60wu0,Curry & boulettes veggie,2 € et 4 € par portion,5 minutes,10 minutes,0 minutes,653 kcal,['Boulettes végétales', 'Riz', 'Épinards (surgelés)', 'Lait de coco', 'Curry (poudre)', 'Tomate (concentré)'],['80 g', '70 g', '100 g', '8 cl', '1 càc', '1 càc'],,,,,,,,,,,,,,
2354,https://jow.fr/recipes/dahl-express-coco-epinards-8wdtkc88aals02zr0fcz,Dahl express coco épinards,-2 € par portion,3 minutes,15 minutes,0 minutes,292 kcal,['Lentilles (cuites)', 'Lait de coco', 'Curry (poudre)', 'Oignon jaune', 'Épinards (surgelés)', 'Ail'],['130 g', '5 cl', '1/4 càs', '1/4  ', '80 g', '1/2 gou.'],,,,,,,,,,,,,,
2355,https://jow.fr/recipes/gratin-de-ravioles-express-au-pesto-8wdtf1ewaals02zr0cos,Gratin de ravioles express au pesto,2 € et 4 € par portion,3 minutes,15 minutes,0 minutes,530 kcal,['Ravioles du Dauphiné', 'Tomate (chair)', 'Sauce pesto', 'Parmesan (morceaux)'],['120 g', '200 g', '2 càc', '10 g'],,,,,,,,,,,,,,,,,,
2356,https://jow.fr/recipes/bouillon-de-ravioles-et-legumes-8wdu6j2b3teo02vx0luo,Bouillon de ravioles & légumes,2 € et 4 € par portion,5 minutes,18 minutes,0 minutes,426 kcal,['Ravioles du Dauphiné', 'Bouillon de légumes (cube)', 'Carotte (frais)', 'Poireau'],['100 g', '1/2  ', '1  ', '1  '],,,,,,,,,,,,,,,,,,
2357,https://jow.fr/recipes/poulet-au-pesto-pommes-de-terre-et-brocoli-8wdyfzdwj80003m90m9s,Poulet au pesto, pommes de terre & brocoli,2 € et 4 € par portion,3 minutes,45 minutes,0 minutes,564 kcal,['Poulet (escalope)', 'Pommes de terre (four/purée)', 'Brocoli (frais)', 'Sauce pesto', 'Parmesan (râpé)'],['1  ', '150 g', '150 g', '1 càs', '1 càs'],,,,,,,,,,,,,,,
2360,https://jow.fr/recipes/veloute-chou-fleur-poireau-et-chevre-frais-8wekf7fs7bgw02yo0pqm,Velouté chou-fleur, poireau & chèvre frais,2 € et 4 € par portion,16 minutes,35 minutes,0 minutes,469 kcal,['Chou-fleur (frais)', 'Poireau', 'Oignon rouge', 'Crème liquide', 'Bouillon de légumes (cube)', 'Chèvre frais', 'Ciboulette'],['1  ', '2  ', '1  ', '20 cl', '1  ', '100 g', '1 bou.'],,,,,,,,,,,
2361,https://jow.fr/recipes/potage-cinq-legumes-8wel922eem3k02ut0rue,Potage cinq légumes,-2 € par portion,26 minutes,25 minutes,0 minutes,167 kcal,['Pommes de terre', 'Bouillon de légumes (cube)', 'Légumes pot au feu'],['320 g', '1  ', '1 kg'],,,,,,,,,,,,,,,,,,,,
2369,https://jow.fr/recipes/one-pot-riz-aux-legumes-et-poulet-8wgvhg6yh3vk02r70uvl,One pot riz aux légumes & poulet,2 € et 4 € par portion,3 minutes,20 minutes,0 minutes,533 kcal,['Poulet (escalope)', 'Oignon jaune', 'Carotte (frais)', 'Poireau', 'Riz', 'Bouillon de volaille (cube)'],['1  ', '1/4  ', '1  ', '1/2  ', '70 g', '1/4  '],,,,,,,,,,,,,,
2370,https://jow.fr/recipes/gratin-de-ravioles-a-la-bolo-express-8wgxdfo7ky4w031y1c29,Gratin de ravioles à la bolo express,2 € et 4 € par portion,4 minutes,25 minutes,0 minutes,854 kcal,['Ravioles du Dauphiné', 'Sauce bolognese', 'Fromage râpé'],['120 g', '250 g', '25 g'],,,,,,,,,,,,,,,,,,,,
2372,https://jow.fr/recipes/roti-de-boeuf-et-gravy-8whhdjz152hc03530w0s,Rôti de bœuf & gravy,+4 € par portion,7 minutes,43 minutes,0 minutes,406 kcal,['Bœuf (rôti)', 'Oignon jaune', 'Carotte (frais)', 'Bouillon de bœuf (cube)', 'Pommes de terre (primeur)', 'Thym (branches)', 'Farine de blé', 'Sauce Worcester'],['400 g', '1  ', '400 g', '1  ', '400 g', '8 brins', '1 càs', '1 càc'],,,,,,,,,,
50,https://jow.fr/recipes/chou-fleur-roti-81e6af420dds00w713ur,Chou-fleur rôti,-2 € par portion,4 minutes,18 minutes,0 minutes,288 kcal,['Chou-fleur (frais)', 'Yaourt Grec', 'Coriandre (frais)', 'Graines de sésame', 'Citron jaune', 'Cumin (moulu)'],['1/4  ', '2 càs', '1/5 bou.', '1 càc', '1/4  ', '1 pinc.'],,,,,,,,,,,,,,
54,https://jow.fr/recipes/aubergines-a-la-parmigiana-81gm3762m3b400sk11am,Aubergines à la parmigiana,2 € et 4 € par portion,9 minutes,30 minutes,0 minutes,637 kcal,['Aubergine', 'Ail', 'Sauce tomate (basilic)', 'Mozzarella (boule)', 'Parmesan (râpé)'],['1/2  ', '1/4 gou.', '170 g', '1  ', '4 càs'],,,,,,,,,,,,,,,,
119,https://jow.fr/recipes/poelee-de-pois-chiches-82hnbdjc8nrk00ua06bv,Poêlée de pois chiches,2 € et 4 € par portion,5 minutes,10 minutes,0 minutes,681 kcal,['Pois chiches (cuits)', 'Épinard (frais)', 'Œuf', 'Pain pita', 'Oignon rouge', 'Feta', 'Paprika'],['150 g', '2 poignées', '1  ', '1  ', '1/2  ', '20 g', '1 pinc.'],,,,,,,,,,,,
